price,square_feet,bedrooms,bathrooms,cat_apart,cat_home,cat_short,clubhouse,fireplace,gated,balcony,sport,gym,pool,parking,laundry,tv,elevator,wood_floor,pets_allowed,metro_area,source,id
4000,1910,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668626530
1750,2218,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668629185
2750,2328,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rentlingo,5668627226
3675,2345,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5664577849
2225,783,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,rentlingo,5668611817
1510,745,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,rentlingo,5668611951
1648,900,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,rentocular,5667517174
1119,535,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,rentlingo,5668614259
1111,540,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5668615919
1995,1498,2,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5664580008
4250,1319,3,3,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,rentdigs,5508748948
1319,719,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,rentlingo,5664577489
1262,386,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,rentlingo,5664569726
1600,672,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,rentlingo,5668612804
1520,747,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,rentlingo,5668616085
2050,580,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,rentlingo,5668611792
1235,623,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,rentlingo,5668614853
2198,1000,2,2,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,rentlingo,5648113712
1050,585,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5668622369
1065,800,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5664576972
950,745,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668622786
1960,774,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rentlingo,5668621478
3160,763,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,rentlingo,5668621365
800,723,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,rentlingo,5668620362
1400,600,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,rentlingo,5668617733
1750,800,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,rentlingo,5668625550
2450,905,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,rentlingo,5659895572
1400,526,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,rentlingo,5659895613
1475,750,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,rentlingo,5659895512
1400,876,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,rentlingo,5659895514
605,602,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,rentlingo,5664579983
950,690,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5668618244
1295,742,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5659895652
1675,503,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,rentlingo,5668624559
825,600,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,rentlingo,5648114749
999,668,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,rentlingo,5668618295
1160,856,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5659898811
1125,485,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rentlingo,5668618368
560,645,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rentlingo,5668617014
1246,650,2,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,rentlingo,5668613697
1950,980,2,2,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,listanza,5667484823
1950,980,2,2,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,rentocular,5667516350
1340,1363,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,rentdigs,5509185719
2720,685,2,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,rentdigs,5509160387
1255,420,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,rentlingo,5668614313
930,717,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,rentlingo,5668620350
999,700,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,rentlingo,5668617476
1295,669,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5668615924
1560,527,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5668632632
1290,559,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630415
1845,581,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630391
1409,591,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630291
700,600,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,listedbuy,5637630328
1285,601,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630273
1686,612,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630308
1154,625,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630270
1120,625,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630265
1592,626,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630284
1786,650,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5668632646
1912,651,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630405
1590,663,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630385
1260,668,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630113
2017,671,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630304
1772,692,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630465
1014,700,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630278
1806,704,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630317
1575,714,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630103
2500,724,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630436
1733,729,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630411
1964,731,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630444
1705,759,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630321
1421,780,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5668630298
1450,784,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5668638645
1681,786,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630382
1045,790,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5659917303
1775,796,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630457
1735,819,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630398
2290,828,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630454
2184,835,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630425
1805,860,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630426
1200,865,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668632794
1516,881,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630325
1850,900,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668627705
1920,919,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630408
1714,935,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,listanza,5668271220
2035,953,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630433
3400,983,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,listanza,5667228419
1350,995,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5664580808
3150,1300,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5668626541
1695,460,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668634262
1905,464,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,rentlingo,5668637304
925,485,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rentlingo,5668621702
1745,514,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668634273
1695,582,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668634277
1312,640,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rentlingo,5668640636
1840,709,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668634269
1795,710,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668634267
1486,830,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rentlingo,5668623227
2500,1425,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668626652
5695,1680,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5664597604
1847,750,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,rentlingo,5664597347
2290,789,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,rentlingo,5668633231
1026,669,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5659899387
1160,735,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,rentlingo,5668621457
845,640,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,rentlingo,5668611673
1300,674,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,rentlingo,5668614892
1660,727,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,rentlingo,5668613618
1470,687,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5668625050
1200,945,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5668625007
1308,630,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5668617463
1195,1047,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,rentlingo,5668616364
2300,1008,4,2,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,rentlingo,5668621607
1815,614,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,rentlingo,5668637258
2460,1400,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668627701
969,480,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5668618920
1185,547,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5668627491
1523,562,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630312
1125,580,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668631157
1170,587,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630139
1230,592,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668630525
825,620,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5664594835
1796,634,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5668637683
975,650,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668627517
2990,661,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668626656
1075,680,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,rentlingo,5668634282
1839,690,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5664583632
1025,719,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5668627515
1814,722,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,rentlingo,5668628537
1146,741,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668634997
1907,779,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5668637694
1955,798,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5664595143
1785,800,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668637101
1025,833,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5664595007
1450,858,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668615161
1879,1090,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5664592196
1815,1215,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668627380
1755,1218,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5668627182
3300,1265,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,rentlingo,5664581522
6700,2130,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,rentlingo,5664581629
1890,419,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rentlingo,5664581488
815,525,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5664568601
720,550,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5653574621
2640,600,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668626676
495,600,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rentlingo,5668625734
835,635,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5659899123
2500,700,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668627269
3000,714,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668627396
2300,717,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5664581621
2990,794,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668627413
3390,850,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rentlingo,5668627232
1205,874,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5664578978
3995,1000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668636964
1995,1000,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668639228
3495,1400,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,rentlingo,5668631916
3925,2000,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,rentlingo,5668641298
3500,2000,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,rentlingo,5664581463
1707,511,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,rentlingo,5668609957
2475,130,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,listanza,5667891676
1125,642,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,rentlingo,5668627192
3702,782,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,rentlingo,5668642068
3050,1294,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,rentlingo,5668637363
1295,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,rentlingo,5668633048
3087,667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,rentlingo,5668642196
1750,678,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,rentlingo,5664569988
3869,740,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,rentlingo,5668642247
1649,920,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,rentdigs,5509152430
2800,922,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,rentlingo,5668624833
920,988,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,rentdigs,5509094905
4500,1000,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,rentocular,5667519952
1149,1026,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5664575155
1449,1218,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668610619
1399,1298,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5664575839
1449,1476,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668624693
1299,1582,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668624680
1699,1621,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668610702
1095,1148,2,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,listedbuy,5650254420
1530,431,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,rentlingo,5668612812
1015,713,2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668623807
930,1300,2,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668614976
1750,900,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,rentlingo,5664573731
1490,629,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,rentlingo,5668612922
599,518,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,rentlingo,5668625335
1250,1627,2,3,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,rentlingo,5668624940
610,550,2,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668616599
645,650,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668623183
820,742,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668622626
1525,1868,4,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668617440
2099,2629,3,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668610563
1659,272,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,rentlingo,5668616880
870,900,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,rentlingo,5668618073
1200,1000,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,rentlingo,5668623562
1150,1300,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,rentlingo,5664568550
750,550,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,rentlingo,5668618352
1300,900,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,rentlingo,5668623597
8345,4900,8,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,rentlingo,5668616326
930,1040,2,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,rentdigs,5509210594
1349,1312,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5664577415
1249,1810,4,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668617147
830,801,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668616640
1475,1152,3,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668625149
1099,1402,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668610902
1399,1610,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5664575225
1399,1713,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668625162
1349,2015,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668617445
3600,1100,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,gosection8,5537322727
1300,1182,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668626739
1249,1202,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668610597
1249,1254,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668610766
1299,1430,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5664575015
1149,1450,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668624635
1475,1463,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5664576125
1399,1468,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668610784
1299,1520,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668610963
1049,1609,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668610615
1599,1750,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5664567220
1315,1006,2,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668615427
1910,745,2,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,rentlingo,5668614467
2175,733,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,rentdigs,5508708413
2450,1208,2,2,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,rentdigs,5508708321
1475,923,2,2,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,rentdigs,5508999124
1970,715,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668612754
1298,730,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,rentlingo,5668615456
747,500,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,rentlingo,5668614548
750,554,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,rentlingo,5668609713
2195,2321,4,2,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,rentdigs,5509147110
730,558,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668616656
1079,803,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668614489
1924,613,3,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,rentlingo,5668613983
991,911,2,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668615301
800,1222,2,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668616111
1365,500,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668612796
740,750,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5668622961
745,1078,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,rentlingo,5664577919
2200,1164,2,2,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,listanza,5667484719
1980,1000,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,rentlingo,5664579993
1800,1245,2,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,rentlingo,5668625529
3400,990,4,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,rentlingo,5664578984
1255,1200,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,rentlingo,5668619257
3700,2158,4,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,rentdigs,5509262057
1220,1180,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,rentlingo,5664571477
1295,1300,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,rentdigs,5509208201
1040,731,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,rentlingo,5668611387
1215,1198,2,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,rentlingo,5668611410
1310,545,3,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,rentlingo,5668611753
1322,690,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,rentlingo,5668615421
1276,1013,2,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,rentlingo,5668611444
1085,754,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,rentlingo,5668611351
925,650,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5659897685
1100,950,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664579899
5250,2138,5,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,rentlingo,5664575605
1865,979,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668616001
920,540,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668620472
895,606,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668614629
1780,675,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668612854
1735,685,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668612785
845,720,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668614586
2595,779,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668624499
